Entry,Entry name,Status,Protein names,Gene names,Organism,Length
K7EM56,K7EM56_HUMAN,unreviewed,40S ribosomal protein S15,RPS15,Homo sapiens (Human),112
K7EQJ5,K7EQJ5_HUMAN,unreviewed,40S ribosomal protein S15,RPS15,Homo sapiens (Human),141
P62841,RS15_HUMAN,reviewed,40S ribosomal protein S15 (RIG protein) (Small ribosomal subunit protein uS19),RPS15 RIG,Homo sapiens (Human),145
S4R417,S4R417_HUMAN,unreviewed,40S ribosomal protein S15,RPS15,Homo sapiens (Human),135
S4R456,S4R456_HUMAN,unreviewed,40S ribosomal protein S15 (Fragment),RPS15,Homo sapiens (Human),68
Q9NP92,RT30_HUMAN,reviewed,"39S ribosomal protein S30, mitochondrial (MRP-S30) (S30mt) (Mitochondrial large ribosomal subunit protein mL65) (Mitochondrial large ribosomal subunit protein mS30) (Programmed cell death protein 9)",MRPS30 PDCD9 BM-047,Homo sapiens (Human),439
H7BZU1,H7BZU1_HUMAN,unreviewed,Eukaryotic translation initiation factor 2 subunit 3 (Fragment),EIF2S3,Homo sapiens (Human),183
P41091,IF2G_HUMAN,reviewed,Eukaryotic translation initiation factor 2 subunit 3 (Eukaryotic translation initiation factor 2 subunit gamma X) (eIF-2-gamma X) (eIF-2gX),EIF2S3 EIF2G,Homo sapiens (Human),472
J3KTD7,J3KTD7_HUMAN,unreviewed,Protein SMG8 (Fragment),SMG8,Homo sapiens (Human),271
J3QKP6,J3QKP6_HUMAN,unreviewed,Protein SMG8 (Fragment),SMG8,Homo sapiens (Human),32
Q8ND04,SMG8_HUMAN,reviewed,Protein SMG8 (Amplified in breast cancer gene 2 protein) (Protein smg-8 homolog),SMG8 ABC2 C17orf71,Homo sapiens (Human),991
A0A1D5RMQ5,A0A1D5RMQ5_HUMAN,unreviewed,Queuine tRNA-ribosyltransferase accessory subunit 2 (Fragment),QTRT2,Homo sapiens (Human),9
C9JJ71,C9JJ71_HUMAN,unreviewed,Queuine tRNA-ribosyltransferase accessory subunit 2 (Fragment),QTRT2,Homo sapiens (Human),167
C9K0B6,C9K0B6_HUMAN,unreviewed,Queuine tRNA-ribosyltransferase accessory subunit 2 (Fragment),QTRT2,Homo sapiens (Human),145
Q9H974,QTRT2_HUMAN,reviewed,Queuine tRNA-ribosyltransferase accessory subunit 2 (Queuine tRNA-ribosyltransferase domain-containing protein 1),QTRT2 QTRTD1,Homo sapiens (Human),415
A0A0C4DH56,A0A0C4DH56_HUMAN,unreviewed,Poly(A) polymerase gamma (Fragment),PAPOLG,Homo sapiens (Human),382
F8WAT4,F8WAT4_HUMAN,unreviewed,Poly(A) polymerase gamma,PAPOLG,Homo sapiens (Human),234
H7C3W0,H7C3W0_HUMAN,unreviewed,Poly(A) polymerase gamma (Fragment),PAPOLG,Homo sapiens (Human),168
Q9BWT3,PAPOG_HUMAN,reviewed,Poly(A) polymerase gamma (PAP-gamma) (EC 2.7.7.19) (Neo-poly(A) polymerase) (Neo-PAP) (Polynucleotide adenylyltransferase gamma) (SRP RNA 3'-adenylating enzyme) (Signal recognition particle RNA-adenylating enzyme) (SRP RNA-adenylating enzyme),PAPOLG PAP2 PAPG,Homo sapiens (Human),736
F6T1Q0,F6T1Q0_HUMAN,unreviewed,"2',5'-phosphodiesterase 12",PDE12,Homo sapiens (Human),472
Q6L8Q7,PDE12_HUMAN,reviewed,"2',5'-phosphodiesterase 12 (2'-PDE) (2-PDE) (EC 3.1.4.-) (Mitochondrial deadenylase) (EC 3.1.13.4)",PDE12,Homo sapiens (Human),609
Q9NQT5,EXOS3_HUMAN,reviewed,Exosome complex component RRP40 (Exosome component 3) (Ribosomal RNA-processing protein 40) (p10),EXOSC3 RRP40 CGI-102,Homo sapiens (Human),275
D3YTC1,D3YTC1_HUMAN,unreviewed,"39S ribosomal protein L35, mitochondrial",MRPL35,Homo sapiens (Human),177
Q9NZE8,RM35_HUMAN,reviewed,"39S ribosomal protein L35, mitochondrial (L35mt) (MRP-L35) (Mitochondrial large ribosomal subunit protein bL35m)",MRPL35 BM-007,Homo sapiens (Human),188
S4R348,S4R348_HUMAN,unreviewed,"39S ribosomal protein L35, mitochondrial",MRPL35,Homo sapiens (Human),95
D6RC52,D6RC52_HUMAN,unreviewed,H/ACA ribonucleoprotein complex subunit 2 (Fragment),NHP2,Homo sapiens (Human),132
D6RCB9,D6RCB9_HUMAN,unreviewed,H/ACA ribonucleoprotein complex subunit 2 (Fragment),NHP2,Homo sapiens (Human),135
H0YC83,H0YC83_HUMAN,unreviewed,H/ACA ribonucleoprotein complex subunit 2 (Fragment),NHP2,Homo sapiens (Human),85
J3QSY4,J3QSY4_HUMAN,unreviewed,H/ACA ribonucleoprotein complex subunit 2,NHP2,Homo sapiens (Human),90
Q9NX24,NHP2_HUMAN,reviewed,H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2) (snoRNP protein NHP2),NHP2 NOLA2 HSPC286,Homo sapiens (Human),153
H0Y8J4,H0Y8J4_HUMAN,unreviewed,Pre-mRNA 3'-end-processing factor FIP1 (Fragment),FIP1L1,Homo sapiens (Human),26
H0Y8P7,H0Y8P7_HUMAN,unreviewed,Pre-mRNA 3'-end-processing factor FIP1 (Fragment),FIP1L1,Homo sapiens (Human),254
Q6UN15,FIP1_HUMAN,reviewed,Pre-mRNA 3'-end-processing factor FIP1 (hFip1) (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia),FIP1L1 FIP1 RHE,Homo sapiens (Human),594
C9J9X4,C9J9X4_HUMAN,unreviewed,DNA topoisomerase (EC 5.99.1.2) (Fragment),TOP3B,Homo sapiens (Human),61
C9JEI7,C9JEI7_HUMAN,unreviewed,DNA topoisomerase (EC 5.99.1.2) (Fragment),TOP3B,Homo sapiens (Human),246
C9JEQ1,C9JEQ1_HUMAN,unreviewed,DNA topoisomerase (EC 5.99.1.2) (Fragment),TOP3B,Homo sapiens (Human),60
C9JF56,C9JF56_HUMAN,unreviewed,DNA topoisomerase 3-beta-1 (Fragment),TOP3B,Homo sapiens (Human),21
C9JHR0,C9JHR0_HUMAN,unreviewed,DNA topoisomerase (EC 5.99.1.2) (Fragment),TOP3B,Homo sapiens (Human),46
C9JKE2,C9JKE2_HUMAN,unreviewed,DNA topoisomerase (EC 5.99.1.2) (Fragment),TOP3B,Homo sapiens (Human),121
C9JT00,C9JT00_HUMAN,unreviewed,DNA topoisomerase (EC 5.99.1.2) (Fragment),TOP3B,Homo sapiens (Human),122
C9JTQ7,C9JTQ7_HUMAN,unreviewed,DNA topoisomerase (EC 5.99.1.2) (Fragment),TOP3B,Homo sapiens (Human),42
F2Z2A5,F2Z2A5_HUMAN,unreviewed,DNA topoisomerase (EC 5.99.1.2),TOP3B,Homo sapiens (Human),129
H0Y6W0,H0Y6W0_HUMAN,unreviewed,DNA topoisomerase (EC 5.99.1.2) (Fragment),TOP3B,Homo sapiens (Human),525
H7C4B0,H7C4B0_HUMAN,unreviewed,DNA topoisomerase (EC 5.99.1.2) (Fragment),TOP3B,Homo sapiens (Human),168
O95985,TOP3B_HUMAN,reviewed,DNA topoisomerase 3-beta-1 (EC 5.99.1.2) (DNA topoisomerase III beta-1),TOP3B TOP3B1,Homo sapiens (Human),862
Q15427,SF3B4_HUMAN,reviewed,Splicing factor 3B subunit 4 (Pre-mRNA-splicing factor SF3b 49 kDa subunit) (Spliceosome-associated protein 49) (SAP 49),SF3B4 SAP49,Homo sapiens (Human),424
Q5SZ64,Q5SZ64_HUMAN,unreviewed,"Splicing factor 3B subunit 4 (Splicing factor 3b, subunit 4, 49kDa) (Fragment)",SF3B4 RP11-196G18.20-002,Homo sapiens (Human),190
C9J583,C9J583_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),50
C9J875,C9J875_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),75
C9JMV5,C9JMV5_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),165
C9JQT6,C9JQT6_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),88
C9JXE0,C9JXE0_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),64
C9JZ53,C9JZ53_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),77
C9JZD8,C9JZD8_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),74
E7EQT5,E7EQT5_HUMAN,unreviewed,Importin-5,IPO5,Homo sapiens (Human),126
E7ESA1,E7ESA1_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),98
E7ESZ1,E7ESZ1_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),106
E7ETV3,E7ETV3_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),170
E7ETV8,E7ETV8_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),128
E7EV12,E7EV12_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),142
E7EWK4,E7EWK4_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),117
E7EX05,E7EX05_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),119
F8WF30,F8WF30_HUMAN,unreviewed,Importin-5,IPO5,Homo sapiens (Human),63
H0Y3V4,H0Y3V4_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),182
H0Y8C6,H0Y8C6_HUMAN,unreviewed,Importin-5 (Fragment),IPO5,Homo sapiens (Human),1099
O00410,IPO5_HUMAN,reviewed,Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5),IPO5 KPNB3 RANBP5,Homo sapiens (Human),1097
C9JEH7,C9JEH7_HUMAN,unreviewed,"40S ribosomal protein S4, Y isoform 1 (Fragment)",RPS4Y1,Homo sapiens (Human),262
P22090,RS4Y1_HUMAN,reviewed,"40S ribosomal protein S4, Y isoform 1 (Small ribosomal subunit protein eS4)",RPS4Y1 RPS4Y PRO2646,Homo sapiens (Human),263
Q5QPL9,Q5QPL9_HUMAN,unreviewed,RNA-binding protein Raly (Fragment),RALY,Homo sapiens (Human),237
Q5QPM0,Q5QPM0_HUMAN,unreviewed,RNA-binding protein Raly (Fragment),RALY,Homo sapiens (Human),171
Q5QPM1,Q5QPM1_HUMAN,unreviewed,RNA-binding protein Raly (Fragment),RALY,Homo sapiens (Human),181
Q5QPM2,Q5QPM2_HUMAN,unreviewed,RNA-binding protein Raly (Fragment),RALY,Homo sapiens (Human),89
Q9UKM9,RALY_HUMAN,reviewed,RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog),RALY HNRPCL2 P542,Homo sapiens (Human),306
E7ES68,E7ES68_HUMAN,unreviewed,Zinc phosphodiesterase ELAC protein 2 (Fragment),ELAC2,Homo sapiens (Human),626
G5E9D5,G5E9D5_HUMAN,unreviewed,"ElaC homolog 2 (E. coli), isoform CRA_a (Zinc phosphodiesterase ELAC protein 2)",ELAC2 hCG_29734,Homo sapiens (Human),807
H7C2I4,H7C2I4_HUMAN,unreviewed,Zinc phosphodiesterase ELAC protein 2 (Fragment),ELAC2,Homo sapiens (Human),286
J3QL08,J3QL08_HUMAN,unreviewed,Zinc phosphodiesterase ELAC protein 2 (Fragment),ELAC2,Homo sapiens (Human),132
J3QLK4,J3QLK4_HUMAN,unreviewed,Zinc phosphodiesterase ELAC protein 2 (Fragment),ELAC2,Homo sapiens (Human),148
J3QQT1,J3QQT1_HUMAN,unreviewed,Zinc phosphodiesterase ELAC protein 2 (Fragment),ELAC2,Homo sapiens (Human),45
J3QRS2,J3QRS2_HUMAN,unreviewed,Zinc phosphodiesterase ELAC protein 2 (Fragment),ELAC2,Homo sapiens (Human),122
Q9BQ52,RNZ2_HUMAN,reviewed,Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Heredity prostate cancer protein 2) (Ribonuclease Z 2) (RNase Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2),ELAC2 HPC2,Homo sapiens (Human),826
V9GYS7,V9GYS7_HUMAN,unreviewed,Zinc phosphodiesterase ELAC protein 2 (Fragment),ELAC2,Homo sapiens (Human),242
V9GYU5,V9GYU5_HUMAN,unreviewed,Zinc phosphodiesterase ELAC protein 2 (Fragment),ELAC2,Homo sapiens (Human),124
V9GZ72,V9GZ72_HUMAN,unreviewed,Zinc phosphodiesterase ELAC protein 2,ELAC2,Homo sapiens (Human),158
B4DVK3,B4DVK3_HUMAN,unreviewed,"SURP and G-patch domain-containing protein 1 (cDNA FLJ57089, highly similar to Splicing factor 4)",SUGP1,Homo sapiens (Human),185
K7ELR6,K7ELR6_HUMAN,unreviewed,SURP and G-patch domain-containing protein 1,SUGP1,Homo sapiens (Human),129
K7EM86,K7EM86_HUMAN,unreviewed,SURP and G-patch domain-containing protein 1 (Fragment),SUGP1,Homo sapiens (Human),78
K7ES12,K7ES12_HUMAN,unreviewed,SURP and G-patch domain-containing protein 1,SUGP1,Homo sapiens (Human),36
K7ESM0,K7ESM0_HUMAN,unreviewed,SURP and G-patch domain-containing protein 1,SUGP1,Homo sapiens (Human),69
Q8IWZ8,SUGP1_HUMAN,reviewed,SURP and G-patch domain-containing protein 1 (RNA-binding protein RBP) (Splicing factor 4),SUGP1 SF4,Homo sapiens (Human),645
V9GZ08,V9GZ08_HUMAN,unreviewed,SURP and G-patch domain-containing protein 1 (Fragment),SUGP1,Homo sapiens (Human),242
H7C1J8,H7C1J8_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein A3 (Fragment),HNRNPA3,Homo sapiens (Human),115
P51991,ROA3_HUMAN,reviewed,Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3),HNRNPA3 HNRPA3,Homo sapiens (Human),378
O95400,CD2B2_HUMAN,reviewed,CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K),CD2BP2 KIAA1178,Homo sapiens (Human),341
J3QLI9,J3QLI9_HUMAN,unreviewed,Small nuclear ribonucleoprotein Sm D1,SNRPD1,Homo sapiens (Human),75
J3QLR7,J3QLR7_HUMAN,unreviewed,Small nuclear ribonucleoprotein Sm D1,SNRPD1,Homo sapiens (Human),44
P62314,SMD1_HUMAN,reviewed,Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1),SNRPD1,Homo sapiens (Human),119
Q96H35,RBM18_HUMAN,reviewed,Probable RNA-binding protein 18 (RNA-binding motif protein 18),RBM18,Homo sapiens (Human),190
Q9HAU5,RENT2_HUMAN,reviewed,Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2),UPF2 KIAA1408 RENT2,Homo sapiens (Human),1272
F8VP94,F8VP94_HUMAN,unreviewed,RISC-loading complex subunit TARBP2,TARBP2,Homo sapiens (Human),113
F8VSA1,F8VSA1_HUMAN,unreviewed,RISC-loading complex subunit TARBP2 (Fragment),TARBP2,Homo sapiens (Human),196
F8VTT7,F8VTT7_HUMAN,unreviewed,RISC-loading complex subunit TARBP2,TARBP2,Homo sapiens (Human),94
F8VW32,F8VW32_HUMAN,unreviewed,RISC-loading complex subunit TARBP2,TARBP2,Homo sapiens (Human),165
F8VYK3,F8VYK3_HUMAN,unreviewed,RISC-loading complex subunit TARBP2,TARBP2,Homo sapiens (Human),187
F8VYK6,F8VYK6_HUMAN,unreviewed,RISC-loading complex subunit TARBP2,TARBP2,Homo sapiens (Human),88
F8VZ57,F8VZ57_HUMAN,unreviewed,RISC-loading complex subunit TARBP2 (Fragment),TARBP2,Homo sapiens (Human),227
F8VZZ7,F8VZZ7_HUMAN,unreviewed,RISC-loading complex subunit TARBP2,TARBP2,Homo sapiens (Human),92
H3BV98,H3BV98_HUMAN,unreviewed,RISC-loading complex subunit TARBP2 (Fragment),TARBP2,Homo sapiens (Human),160
Q15633,TRBP2_HUMAN,reviewed,RISC-loading complex subunit TARBP2 (TAR RNA-binding protein 2) (Trans-activation-responsive RNA-binding protein),TARBP2 TRBP,Homo sapiens (Human),366
K7EKD7,K7EKD7_HUMAN,unreviewed,Zinc finger RNA-binding protein 2 (Fragment),ZFR2,Homo sapiens (Human),44
K7EPY6,K7EPY6_HUMAN,unreviewed,Zinc finger RNA-binding protein 2,ZFR2,Homo sapiens (Human),44
K7EQC0,K7EQC0_HUMAN,unreviewed,Zinc finger RNA-binding protein 2,ZFR2,Homo sapiens (Human),68
Q9UPR6,ZFR2_HUMAN,reviewed,Zinc finger RNA-binding protein 2,ZFR2 KIAA1086,Homo sapiens (Human),939
B7Z8R2,B7Z8R2_HUMAN,unreviewed,"Pentatricopeptide repeat-containing protein 2, mitochondrial (cDNA FLJ55874, highly similar to Homo sapiens pentatricopeptide repeat domain 2 (PTCD2), mRNA)",PTCD2,Homo sapiens (Human),161
D6RGK0,D6RGK0_HUMAN,unreviewed,"Pentatricopeptide repeat-containing protein 2, mitochondrial (Fragment)",PTCD2,Homo sapiens (Human),203
D6RIZ0,D6RIZ0_HUMAN,unreviewed,"Pentatricopeptide repeat-containing protein 2, mitochondrial",PTCD2,Homo sapiens (Human),143
D6RJH8,D6RJH8_HUMAN,unreviewed,"Pentatricopeptide repeat-containing protein 2, mitochondrial",PTCD2,Homo sapiens (Human),74
E5RHU2,E5RHU2_HUMAN,unreviewed,"Pentatricopeptide repeat-containing protein 2, mitochondrial",PTCD2,Homo sapiens (Human),93
F6S289,F6S289_HUMAN,unreviewed,"Pentatricopeptide repeat-containing protein 2, mitochondrial",PTCD2,Homo sapiens (Human),198
Q8WV60,PTCD2_HUMAN,reviewed,"Pentatricopeptide repeat-containing protein 2, mitochondrial",PTCD2,Homo sapiens (Human),388
A0A087X2A2,A0A087X2A2_HUMAN,unreviewed,"39S ribosomal protein L55, mitochondrial (Fragment)",MRPL55,Homo sapiens (Human),24
A0A0A0MST4,A0A0A0MST4_HUMAN,unreviewed,"39S ribosomal protein L55, mitochondrial (Fragment)",MRPL55,Homo sapiens (Human),43
A0A0G2JMK5,A0A0G2JMK5_HUMAN,unreviewed,"39S ribosomal protein L55, mitochondrial (Fragment)",MRPL55,Homo sapiens (Human),8
Q7Z7F7,RM55_HUMAN,reviewed,"39S ribosomal protein L55, mitochondrial (L55mt) (MRP-L55) (Mitochondrial large ribosomal subunit protein bL31m) (Mitochondrial large ribosomal subunit protein mL55)",MRPL55 UNQ5835/PRO19675,Homo sapiens (Human),128
X6R631,X6R631_HUMAN,unreviewed,"39S ribosomal protein L55, mitochondrial (Mitochondrial ribosomal protein L55, isoform CRA_b)",MRPL55 hCG_42248,Homo sapiens (Human),55
X6RIW1,X6RIW1_HUMAN,unreviewed,"39S ribosomal protein L55, mitochondrial (Fragment)",MRPL55,Homo sapiens (Human),76
H0Y4M5,H0Y4M5_HUMAN,unreviewed,GTP-binding protein 2 (Fragment),GTPBP2,Homo sapiens (Human),153
H0Y5J1,H0Y5J1_HUMAN,unreviewed,GTP-binding protein 2 (Fragment),GTPBP2,Homo sapiens (Human),154
H0Y7A5,H0Y7A5_HUMAN,unreviewed,GTP-binding protein 2 (Fragment),GTPBP2,Homo sapiens (Human),315
H0YF05,H0YF05_HUMAN,unreviewed,GTP-binding protein 2 (Fragment),GTPBP2,Homo sapiens (Human),105
Q9BX10,GTPB2_HUMAN,reviewed,GTP-binding protein 2,GTPBP2,Homo sapiens (Human),602
X6RJ09,X6RJ09_HUMAN,unreviewed,GTP-binding protein 2 (Fragment),GTPBP2,Homo sapiens (Human),227
D6RAF2,D6RAF2_HUMAN,unreviewed,Poly(A) RNA polymerase GLD2,PAPD4,Homo sapiens (Human),441
Q6PIY7,GLD2_HUMAN,reviewed,Poly(A) RNA polymerase GLD2 (hGLD-2) (EC 2.7.7.19) (PAP-associated domain-containing protein 4) (Terminal uridylyltransferase 2) (TUTase 2),PAPD4 GLD2,Homo sapiens (Human),484
F2Z2E4,F2Z2E4_HUMAN,unreviewed,tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like,DUS4L,Homo sapiens (Human),90
F8WEL2,F8WEL2_HUMAN,unreviewed,tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like,DUS4L,Homo sapiens (Human),119
F8WFE3,F8WFE3_HUMAN,unreviewed,tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like,DUS4L,Homo sapiens (Human),48
O95620,DUS4L_HUMAN,reviewed,tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like (EC 1.3.1.-) (pp35) (tRNA-dihydrouridine synthase 4-like),DUS4L,Homo sapiens (Human),317
A0A0A0MSN1,A0A0A0MSN1_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),437
A0A0U1RRA9,A0A0U1RRA9_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),798
B7ZA85,B7ZA85_HUMAN,unreviewed,"Breast cancer type 1 susceptibility protein (cDNA, FLJ79099, highly similar to Homo sapiens breast cancer 1, early onset (BRCA1), transcript variant BRCA1-delta 11b, mRNA) (Fragment)",BRCA1,Homo sapiens (Human),572
C6YB45,C6YB45_HUMAN,unreviewed,BRCA1 isoform E1aA-Delta 2-17 (Breast cancer type 1 susceptibility protein),BRCA1,Homo sapiens (Human),173
C9IZW4,C9IZW4_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),177
E7ENB7,E7ENB7_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),98
E7EQW4,E7EQW4_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),222
E7EUM2,E7EUM2_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),623
E7EWN5,E7EWN5_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),649
E9PC22,E9PC22_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein,BRCA1,Homo sapiens (Human),59
E9PH68,E9PH68_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),622
G1UI37,G1UI37_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),23
H0Y850,H0Y850_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),242
H0Y881,H0Y881_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),266
H0Y8B8,H0Y8B8_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),498
H0Y8D8,H0Y8D8_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),BRCA1,Homo sapiens (Human),319
K7EJW3,K7EJW3_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein,BRCA1,Homo sapiens (Human),96
K7EPC7,K7EPC7_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein,BRCA1,Homo sapiens (Human),354
P38398,BRCA1_HUMAN,reviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (RING finger protein 53) (RING-type E3 ubiquitin transferase BRCA1),BRCA1 RNF53,Homo sapiens (Human),1863
Q3B891,Q3B891_HUMAN,unreviewed,BRCA1 protein (Breast cancer type 1 susceptibility protein) (Fragment),BRCA1,Homo sapiens (Human),473
Q5YLB2,Q5YLB2_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),BRCA1,Homo sapiens (Human),1399
C9J792,C9J792_HUMAN,unreviewed,Splicing factor 1 (Fragment),SF1,Homo sapiens (Human),62
F8WEG7,F8WEG7_HUMAN,unreviewed,Splicing factor 1,SF1,Homo sapiens (Human),51
F8WEV5,F8WEV5_HUMAN,unreviewed,Splicing factor 1,SF1,Homo sapiens (Human),110
H7BZT1,H7BZT1_HUMAN,unreviewed,Splicing factor 1 (Fragment),SF1,Homo sapiens (Human),200
H7C0N4,H7C0N4_HUMAN,unreviewed,Splicing factor 1 (Fragment),SF1,Homo sapiens (Human),180
H7C561,H7C561_HUMAN,unreviewed,Splicing factor 1 (Fragment),SF1,Homo sapiens (Human),291
Q15637,SF01_HUMAN,reviewed,Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162),SF1 ZFM1 ZNF162,Homo sapiens (Human),639
G3V227,G3V227_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),152
G3V277,G3V277_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),212
G3V2C0,G3V2C0_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),86
G3V2F2,G3V2F2_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),55
G3V2Y7,G3V2Y7_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),177
G3V313,G3V313_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),68
G3V339,G3V339_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),70
G3V3H8,G3V3H8_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),223
G3V3P2,G3V3P2_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),150
G3V3R3,G3V3R3_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),58
G3V3S7,G3V3S7_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),114
G3V3X0,G3V3X0_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),124
G3V3Y5,G3V3Y5_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),226
G3V423,G3V423_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),140
G3V456,G3V456_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic (Fragment)",WARS,Homo sapiens (Human),154
G3V4A3,G3V4A3_HUMAN,unreviewed,"Tryptophan--tRNA ligase, cytoplasmic",WARS,Homo sapiens (Human),36
